   1.10 | 1.54e+08 |     5525 |      100 | 2.02e-08 | 6.51e-07 ||     0.13 |     0.04 | 42203.65 ||     4.77 | 47h52'48  
----------------------------
FE for stats:	75  	 OK Frames:	75
-- Osc per ite (false fr) --
------ Nat Nat            --
Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	
21	15	5	19	24	2	787	0	3	816	0	745	648	805	11	816	4	739	2	765	0	762	786	0	3	789	0	9	2	5	823	4	730	846	850	0	764	3	5	53	8	3	0	17	7	44	9	2	32	0	9	4	802	4	40	5	23	4	3	0	730	0	723	6	791	7	0	829	5	7	10	10	683	707	24	683	
22	15	5	32	24	2	830	0	3	842	0	769	635	740	18	858	4	759	2	791	0	739	763	0	3	709	0	9	2	5	814	4	787	824	819	0	788	3	5	53	8	3	0	17	7	66	9	2	36	0	9	4	808	4	43	5	23	4	3	0	778	0	724	6	769	7	0	874	5	7	10	10	783	736	24	714	
23	15	5	19	24	2	782	0	3	871	0	828	643	761	20	797	4	766	2	745	0	785	724	0	3	770	0	9	2	5	751	4	829	772	841	0	718	3	5	53	8	3	0	17	7	15	9	2	39	0	9	4	762	4	39	5	23	4	3	0	755	0	711	6	776	7	0	900	5	7	10	10	707	690	24	699	
24	15	5	33	24	2	772	0	3	873	0	784	632	808	6	790	4	779	2	768	0	826	730	0	3	805	0	9	2	5	809	4	727	712	808	0	701	3	5	53	8	3	0	17	7	13	9	2	36	0	9	4	757	4	34	5	23	4	3	0	851	0	770	6	789	7	0	720	5	7	10	10	735	707	24	745	
25	15	5	17	24	2	848	0	3	770	0	753	674	817	17	784	4	727	2	709	0	839	756	0	3	804	0	9	2	5	870	4	781	755	876	0	741	3	5	53	8	3	0	17	7	51	9	2	36	0	9	4	782	4	29	5	23	4	3	0	857	0	779	6	834	7	0	685	5	7	10	10	669	690	24	748	
26	15	5	32	24	2	792	0	3	841	0	762	698	740	17	753	4	604	2	767	0	802	701	0	3	819	0	9	2	5	835	4	861	747	808	0	715	3	5	53	8	3	0	17	7	21	9	2	37	0	9	4	860	4	32	5	23	4	3	0	783	0	724	6	765	7	0	696	5	7	10	10	664	655	24	776	
27	15	5	16	24	2	831	0	3	808	0	721	781	696	21	707	4	607	2	744	0	890	803	0	3	657	0	9	2	5	823	4	860	829	848	0	691	3	5	53	8	3	0	17	7	9	9	2	38	0	9	4	763	4	32	5	23	4	3	0	783	0	730	6	659	7	0	738	5	7	10	10	705	623	24	777	
28	15	5	31	24	2	867	0	3	823	0	668	736	670	12	703	4	660	2	721	0	764	706	0	3	792	0	9	2	5	859	4	782	867	869	0	695	3	5	53	8	3	0	17	7	27	9	2	35	0	9	4	751	4	34	5	23	4	3	0	799	0	679	6	737	7	0	759	5	7	10	10	752	514	24	721	
29	15	5	15	24	2	833	0	3	816	0	723	735	655	19	733	4	662	2	730	0	794	655	0	3	842	0	9	2	5	849	4	762	859	764	0	716	3	5	53	8	3	0	17	7	63	9	2	37	0	9	4	796	4	38	5	23	4	3	0	873	0	635	6	661	7	0	702	5	7	10	10	767	414	24	690	
30	15	5	32	24	2	825	0	3	802	0	736	793	651	17	741	4	673	2	780	0	728	632	0	3	793	0	9	2	5	837	4	813	809	807	0	680	3	5	53	8	3	0	17	7	15	9	2	38	0	9	4	791	4	39	5	23	4	3	0	845	0	594	6	643	7	0	662	5	7	10	10	691	222	24	652	
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
------ Int Nat            --
Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	
0	684	624	496	710	629	903	649	660	809	561	754	836	774	710	828	658	734	599	746	502	803	788	736	631	891	630	674	591	606	827	693	810	778	869	556	888	612	802	657	717	621	626	636	637	649	743	791	712	616	706	607	842	686	568	658	705	518	627	739	837	651	823	628	740	695	721	794	621	747	674	609	793	782	708	852	
1	238	254	146	245	165	884	174	261	727	72	679	683	769	519	836	318	741	142	738	63	791	796	456	173	837	243	194	349	89	828	233	822	771	827	135	765	183	547	336	530	253	261	166	314	264	495	467	299	310	292	132	779	409	194	186	532	76	141	448	801	249	724	218	872	408	377	815	143	384	340	332	812	713	353	728	
2	32	26	19	28	8	889	2	7	789	11	700	729	787	261	837	18	786	2	797	6	741	806	140	5	777	5	27	29	6	815	51	778	781	859	4	861	13	368	60	318	22	14	14	45	53	155	111	139	57	12	1	751	81	22	7	137	1	17	88	827	18	721	21	872	59	38	838	12	44	43	38	800	738	36	796	
3	8	10	8	6	2	891	0	7	865	3	774	758	795	37	813	4	744	2	713	5	792	816	14	3	760	2	6	4	5	850	3	773	821	852	1	762	3	51	43	52	3	1	6	9	40	8	6	8	5	6	3	787	5	27	4	49	6	3	6	834	3	673	7	800	7	15	803	5	7	8	7	815	798	21	778	
4	12	6	24	25	2	847	0	6	848	2	786	796	691	31	808	3	686	2	844	1	762	790	12	3	729	0	10	3	5	824	3	764	814	806	1	785	3	5	48	9	3	0	18	5	43	9	2	17	7	10	3	768	4	31	6	41	4	3	5	850	3	671	7	715	7	4	709	6	7	8	7	815	739	23	744	
5	17	6	15	32	2	879	0	5	818	1	745	761	632	30	766	3	792	2	825	0	796	689	10	3	695	0	18	3	5	786	3	728	808	840	0	823	3	5	49	6	3	0	30	7	13	9	2	29	6	9	3	781	4	27	5	51	4	3	3	835	1	712	7	807	7	3	803	5	7	10	9	819	705	24	702	
6	16	6	25	32	2	850	0	5	795	1	832	700	655	22	785	3	685	2	726	0	799	785	9	3	719	0	12	2	5	820	4	692	829	857	0	733	3	5	47	9	3	0	19	7	16	9	2	41	7	9	4	791	4	26	5	31	4	3	6	831	1	647	7	770	7	1	735	5	7	14	10	788	796	24	743	
7	15	5	31	24	2	871	0	4	774	1	775	653	709	7	767	4	760	2	680	0	773	874	9	3	696	0	9	2	5	843	4	717	826	884	0	827	3	5	52	9	3	0	14	7	41	9	2	37	7	9	4	821	4	33	5	30	4	3	2	740	1	711	6	832	7	0	754	5	7	14	10	823	851	24	777	
8	15	5	32	21	2	860	0	3	828	1	769	642	798	10	795	4	698	2	729	0	779	861	5	3	652	0	8	2	5	841	4	703	710	870	0	770	3	5	57	10	3	0	19	7	35	9	2	29	7	9	4	756	4	37	5	22	4	3	5	850	1	706	6	807	7	0	763	5	7	11	10	726	789	24	775	
9	15	5	25	23	2	830	0	3	791	0	769	763	761	17	814	4	708	2	754	0	796	790	6	3	752	0	10	2	5	797	4	709	778	742	0	740	3	5	56	9	3	0	21	7	12	9	2	34	6	9	4	686	4	43	5	21	4	3	3	846	1	762	6	806	7	0	871	5	7	10	10	731	766	24	750	
10	15	5	26	24	2	904	0	3	846	0	784	711	773	15	829	4	649	2	660	0	735	871	4	3	822	0	9	2	5	708	4	698	768	822	0	812	3	5	56	8	3	0	19	7	17	9	2	33	6	9	4	718	4	44	5	23	4	3	4	801	0	684	6	856	7	0	841	5	7	10	10	651	768	24	760	
11	15	5	21	24	2	845	0	3	822	0	798	650	711	10	824	4	740	2	760	0	740	781	5	3	754	0	9	2	5	816	4	735	803	886	0	706	3	5	52	8	3	0	17	7	36	9	2	34	6	9	4	798	4	43	5	23	4	3	2	784	0	674	6	820	7	0	758	5	7	10	10	650	719	24	816	
12	15	5	26	24	2	881	0	3	839	0	806	697	690	23	815	4	729	2	764	0	743	705	1	3	798	0	9	2	5	773	4	715	790	785	0	688	3	5	52	8	3	0	18	7	13	9	2	34	4	9	4	742	4	47	5	23	4	3	4	840	0	733	6	769	7	0	774	5	7	10	10	795	739	24	799	
13	15	5	21	23	2	815	0	3	785	0	694	701	738	25	733	4	688	2	779	0	711	793	2	3	819	0	9	2	5	739	4	713	783	821	0	731	3	5	52	8	3	0	18	7	9	9	2	36	4	9	4	842	4	39	5	23	4	3	1	751	0	775	6	780	7	0	794	5	7	10	10	759	689	24	847	
14	15	5	28	24	2	813	0	3	808	0	682	774	764	7	849	4	705	2	713	0	742	767	1	3	803	0	9	2	5	808	4	727	794	751	0	703	3	5	53	8	3	0	17	7	34	9	2	33	3	9	4	734	4	34	5	23	4	3	3	786	0	788	6	795	7	0	858	5	7	10	10	731	643	24	810	
15	15	5	21	24	2	819	0	3	848	0	788	739	826	19	861	4	712	2	805	0	745	737	1	3	666	0	9	2	5	825	4	643	816	758	0	756	3	5	54	8	3	0	17	7	58	9	2	34	3	9	4	746	4	35	5	23	4	3	1	794	0	778	6	834	7	0	732	5	7	10	10	780	687	24	716	
16	15	5	28	24	2	813	0	3	797	0	793	747	768	16	762	4	802	2	780	0	865	763	0	3	664	0	9	2	5	840	4	765	840	794	0	652	3	5	54	8	3	0	17	7	15	9	2	38	1	9	4	707	4	33	5	23	4	3	1	783	0	776	6	796	7	0	763	5	7	10	10	763	610	24	685	
17	15	5	20	24	2	852	0	3	796	0	775	808	684	9	786	4	833	2	723	0	743	768	1	3	728	0	9	2	5	816	4	685	842	822	0	694	3	5	54	8	3	0	17	7	13	9	2	39	0	9	4	771	4	29	5	23	4	3	1	771	0	807	6	870	7	0	712	5	7	10	10	703	672	24	676	
18	15	5	27	24	2	819	0	3	849	0	747	781	745	9	844	4	771	2	795	0	737	712	0	3	814	0	9	2	5	902	4	750	817	845	0	691	3	5	53	8	3	0	17	7	37	9	2	34	0	9	4	782	4	32	5	23	4	3	0	737	0	826	6	790	7	0	762	5	7	10	10	773	721	24	687	
19	15	5	20	24	2	862	0	3	761	0	739	765	823	22	837	4	683	2	750	0	753	682	0	3	729	0	9	2	5	749	4	787	797	805	0	756	3	5	53	8	3	0	17	7	25	9	2	37	0	9	4	773	4	33	5	23	4	3	0	852	0	763	6	717	7	0	823	5	7	10	10	816	685	24	741	
20	15	5	28	24	2	785	0	3	846	0	766	753	837	21	767	4	736	2	785	0	798	775	0	3	699	0	9	2	5	766	4	788	781	864	0	789	3	5	53	8	3	0	17	7	10	9	2	37	0	9	4	817	4	37	5	23	4	3	0	858	0	780	6	792	7	0	774	5	7	10	10	748	703	24	727	
21	15	5	20	24	2	763	0	3	909	0	776	696	865	6	777	4	710	2	761	0	829	789	0	3	798	0	9	2	5	795	4	730	864	793	0	784	3	5	53	8	3	0	17	7	20	9	2	35	0	9	4	754	4	39	5	23	4	3	0	775	0	717	6	759	7	0	714	5	7	10	10	689	687	24	655	
22	15	5	31	24	2	804	0	3	796	0	768	641	797	17	901	4	753	2	799	0	748	757	0	3	742	0	9	2	5	871	4	780	812	834	0	790	3	5	53	8	3	0	17	7	79	9	2	35	0	9	4	805	4	41	5	23	4	3	0	704	0	763	6	753	7	0	893	5	7	10	10	747	719	24	699	
23	15	5	20	24	2	809	0	3	901	0	795	606	729	21	826	4	762	2	784	0	738	738	0	3	713	0	9	2	5	710	4	821	805	811	0	727	3	5	53	8	3	0	17	7	32	9	2	37	0	9	4	733	4	43	5	23	4	3	0	809	0	712	6	757	7	0	888	5	7	10	10	743	727	24	675	
24	15	5	32	24	2	829	0	3	923	0	816	645	776	9	765	4	775	2	767	0	819	708	0	3	779	0	9	2	5	844	4	764	737	790	0	741	3	5	53	8	3	0	17	7	10	9	2	38	0	9	4	760	4	36	5	23	4	3	0	772	0	736	6	785	7	0	784	5	7	10	10	652	673	24	709	
25	15	5	18	24	2	786	0	3	825	0	756	631	798	9	854	4	771	2	705	0	854	786	0	3	842	0	9	2	5	842	4	792	764	867	0	670	3	5	53	8	3	0	17	7	25	9	2	36	0	9	4	781	4	32	5	23	4	3	0	905	0	748	6	828	7	0	648	5	7	10	10	743	724	24	763	
26	15	5	31	24	2	816	0	3	833	0	788	688	815	20	745	4	679	2	774	0	827	746	0	3	804	0	9	2	5	838	4	786	732	828	0	747	3	5	53	8	3	0	17	7	50	9	2	37	0	9	4	816	4	28	5	23	4	3	0	881	0	735	6	813	7	0	730	5	7	10	10	659	674	24	726	
27	15	5	17	24	2	790	0	3	778	0	698	742	708	25	743	4	618	2	708	0	839	715	0	3	729	0	9	2	5	859	4	830	793	801	0	736	3	5	53	8	3	0	17	7	9	9	2	37	0	9	4	859	4	32	5	23	4	3	0	807	0	781	6	683	7	0	689	5	7	10	10	690	621	24	746	
28	15	5	30	24	2	869	0	3	805	0	662	770	649	4	671	4	582	2	712	0	785	784	0	3	735	0	9	2	5	825	4	789	858	883	0	696	3	5	53	8	3	0	17	7	11	9	2	36	0	9	4	697	4	32	5	23	4	3	0	708	0	638	6	702	7	0	793	5	7	10	10	758	585	24	776	
29	15	5	16	24	2	811	0	3	857	0	704	725	654	20	735	4	716	2	698	0	820	646	0	3	807	0	9	2	5	882	4	733	821	808	0	679	3	5	53	8	3	0	17	7	49	9	2	37	0	9	4	747	4	37	5	23	4	3	0	911	0	683	6	701	7	0	721	5	7	10	10	770	480	24	674	
30	15	5	31	24	2	791	0	3	836	0	704	827	643	20	742	4	674	2	771	0	756	640	0	3	843	0	9	2	5	812	4	796	816	833	0	692	3	5	53	8	3	0	17	7	44	9	2	37	0	9	4	789	4	39	5	23	4	3	0	829	0	600	6	680	7	0	707	5	7	10	10	721	334	24	637	
------ Errors             --
Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	
0	121	136	97	173	96	363	133	169	361	72	239	322	288	203	299	160	272	107	288	65	308	267	203	88	338	145	153	142	91	290	131	296	261	327	95	321	143	213	171	223	132	132	109	147	154	185	191	174	156	144	110	309	145	123	115	243	96	95	212	316	120	254	127	289	174	155	303	117	165	137	142	271	276	213	325	
1	14	20	11	22	3	383	9	11	299	6	208	261	283	112	283	32	264	2	289	6	259	271	78	4	338	8	24	21	1	301	17	290	283	378	9	307	20	124	41	102	14	18	12	48	22	78	70	58	41	15	3	324	48	17	4	81	1	2	77	301	20	200	19	302	39	35	313	7	37	32	23	282	262	34	272	
2	10	2	9	10	3	384	2	3	356	6	217	306	273	20	284	2	291	2	313	8	232	290	3	2	309	2	10	0	2	326	3	261	254	335	6	292	2	18	10	24	3	6	3	3	9	3	3	9	0	3	2	260	2	8	1	21	1	2	12	320	6	231	1	325	2	5	314	0	1	1	3	281	258	3	240	
3	10	2	10	9	3	390	2	3	331	6	233	266	288	7	291	3	281	2	276	9	245	276	3	2	296	2	10	1	2	326	2	238	284	321	6	303	2	1	11	3	3	6	3	2	12	1	3	6	0	3	2	302	2	8	1	13	0	3	3	289	6	201	2	285	2	7	294	1	2	3	3	295	230	2	220	
4	10	2	8	9	3	359	2	3	305	6	237	289	246	9	280	3	245	2	283	9	268	306	3	2	247	2	10	2	2	300	2	230	290	311	6	286	2	3	11	3	3	6	3	3	11	1	3	6	0	2	2	308	2	9	1	11	1	3	3	265	6	153	2	248	2	7	263	0	2	3	3	276	254	2	248	
5	10	2	10	9	3	382	2	3	300	6	247	243	210	10	252	2	242	2	296	9	273	247	3	2	255	2	9	2	2	318	2	237	334	344	6	307	2	3	13	3	3	6	3	3	11	1	3	6	0	2	2	276	2	9	1	13	1	3	3	338	6	153	2	277	2	7	278	1	2	3	3	285	225	2	206	
6	10	2	10	9	3	343	2	3	270	6	272	212	183	13	225	2	195	2	261	9	298	237	3	2	259	2	9	2	2	336	2	256	285	324	6	308	2	3	13	3	3	6	3	3	10	1	3	6	0	3	2	326	2	9	1	12	1	3	3	324	6	182	2	275	2	7	250	0	2	3	2	235	273	2	216	
7	10	2	10	9	3	356	2	3	281	6	259	213	181	10	311	2	247	2	237	9	270	308	5	2	250	2	9	2	2	366	2	235	259	340	6	290	2	3	13	3	3	6	3	3	12	1	3	6	1	3	2	303	2	9	1	13	1	3	5	278	6	180	2	275	2	7	227	1	2	3	2	213	290	2	249	
8	10	2	10	9	3	343	2	3	304	6	264	225	224	7	311	2	258	2	281	9	257	285	3	2	226	2	9	2	2	320	2	254	236	369	6	291	2	3	11	2	3	6	3	3	18	1	3	6	2	3	2	309	2	8	1	13	1	3	6	307	6	204	2	336	2	7	235	1	2	3	2	227	283	2	259	
9	10	2	10	9	3	303	2	3	277	6	268	228	253	11	282	2	210	2	309	9	221	274	6	2	231	2	9	2	2	290	2	223	252	305	6	256	2	3	11	3	3	6	2	3	12	1	3	6	4	3	2	263	2	8	1	13	1	3	6	288	6	227	2	343	2	7	269	1	2	3	2	205	246	2	265	
10	10	2	10	9	3	294	2	3	312	6	256	260	251	9	287	2	220	2	315	9	258	304	6	2	283	2	9	2	2	279	2	234	262	290	6	270	2	3	11	3	3	6	2	3	10	1	3	6	5	3	2	284	2	8	1	13	1	3	6	311	6	239	2	335	2	7	272	1	2	3	2	194	259	2	288	
11	10	2	10	9	3	315	2	3	279	6	300	248	260	8	285	2	241	2	324	9	253	252	6	2	290	2	9	2	2	310	2	249	249	289	6	259	2	3	11	3	3	6	3	3	11	1	3	6	6	3	2	300	2	8	1	13	1	3	6	302	6	214	2	333	2	7	243	1	2	3	2	202	319	2	322	
12	10	2	10	9	3	358	2	3	260	6	233	212	251	10	303	2	252	2	276	9	256	246	6	2	320	2	9	2	2	289	2	192	289	259	6	220	2	3	12	3	3	6	2	3	11	1	3	6	6	3	2	332	2	8	1	13	1	3	6	300	6	206	2	310	2	7	313	1	2	3	2	236	233	2	313	
13	10	2	10	9	3	370	2	3	284	6	215	238	212	11	257	2	244	2	281	9	283	232	6	2	351	2	9	2	2	253	2	245	254	263	6	241	2	3	12	3	3	6	2	3	10	1	3	6	6	3	2	350	2	8	1	13	1	3	6	253	6	255	2	287	2	7	277	1	2	3	2	251	197	2	317	
14	10	2	10	9	3	317	2	3	333	6	243	260	244	7	293	2	240	2	335	9	242	249	6	2	303	2	9	2	2	272	2	258	254	261	6	261	2	3	12	3	3	6	2	3	10	1	3	6	6	3	2	307	2	8	1	13	1	3	6	284	6	269	2	276	2	7	274	1	2	3	2	252	147	2	270	
15	10	2	10	9	3	338	2	3	356	6	296	282	271	8	362	2	197	2	325	9	282	252	6	2	315	2	9	2	2	285	2	220	272	265	6	228	2	3	11	3	3	6	2	3	18	1	3	6	6	3	2	285	2	8	1	13	1	3	6	281	6	255	2	323	2	7	283	1	2	3	2	245	180	2	279	
16	10	2	10	9	3	295	2	3	313	6	301	304	247	12	294	2	247	2	335	9	284	207	6	2	275	2	9	2	2	305	2	260	303	289	6	196	2	3	11	3	3	6	2	3	11	1	3	6	6	3	2	263	2	9	1	13	1	3	6	249	6	274	2	320	2	7	245	1	2	3	2	227	171	2	235	
17	10	2	10	9	3	259	2	3	305	6	290	279	220	7	279	2	286	2	330	9	271	177	6	2	262	2	9	2	2	302	2	283	325	288	6	216	2	3	11	3	3	6	2	3	11	1	3	6	6	3	2	281	2	9	1	13	1	3	6	259	6	305	2	325	2	7	239	1	2	3	2	240	175	2	237	
18	10	2	9	9	3	316	2	3	306	6	252	265	244	7	269	2	225	2	304	9	277	168	6	2	268	2	9	2	2	341	2	315	279	284	6	189	2	3	11	3	3	6	2	3	11	1	3	6	6	3	2	248	2	9	1	13	1	3	6	266	6	258	2	321	2	7	269	1	2	3	2	227	179	2	225	
19	10	2	10	9	3	315	2	3	297	6	258	288	276	12	281	2	197	2	260	9	284	214	6	2	252	2	9	2	2	305	2	275	267	318	6	223	2	3	11	3	3	6	2	3	13	1	3	6	6	3	2	256	2	9	1	13	1	3	6	305	6	242	2	301	2	7	303	1	2	3	2	202	163	2	246	
20	10	2	9	9	3	268	2	3	297	6	259	257	291	11	274	2	230	2	297	9	319	262	6	2	260	2	9	2	2	338	2	256	296	346	6	235	2	3	11	3	3	6	2	3	10	1	3	6	6	3	2	287	2	8	1	13	1	3	6	344	6	198	2	327	2	7	276	1	2	3	2	218	176	2	238	
21	10	2	10	9	3	279	2	3	330	6	225	179	332	8	280	2	227	2	275	9	305	311	6	2	284	2	9	2	2	305	2	282	286	328	6	287	2	3	11	3	3	6	2	3	10	1	3	6	6	3	2	266	2	8	1	13	1	3	6	302	6	192	2	320	2	7	288	1	2	3	2	203	188	2	208	
22	10	2	8	9	3	276	2	3	286	6	247	171	314	7	283	2	225	2	259	9	289	242	6	2	256	2	9	2	2	316	2	264	319	327	6	257	2	3	11	3	3	6	2	3	16	1	3	6	6	3	2	269	2	8	1	13	1	3	6	263	6	172	2	271	2	7	347	1	2	3	2	204	235	2	166	
23	10	2	10	9	3	252	2	3	315	6	292	201	300	12	297	2	243	2	284	9	318	249	6	2	261	2	9	2	2	298	2	281	289	303	6	234	2	3	11	3	3	6	2	3	16	1	3	6	6	3	2	256	2	8	1	13	1	3	6	285	6	227	2	208	2	7	303	1	2	3	2	204	235	2	198	
24	10	2	8	9	3	271	2	3	322	6	299	217	306	7	331	2	270	2	255	9	324	274	6	2	279	2	9	2	2	330	2	281	281	320	6	233	2	3	11	3	3	6	2	3	11	1	3	6	6	3	2	265	2	8	1	13	1	3	6	304	6	209	2	210	2	7	283	1	2	3	2	211	173	2	228	
25	10	2	10	9	3	295	2	3	310	6	292	207	262	7	295	2	274	2	248	9	317	252	6	2	308	2	9	2	2	303	2	255	287	315	6	217	2	3	11	3	3	6	2	3	11	1	3	6	6	3	2	231	2	9	1	13	1	3	6	346	6	255	2	214	2	7	232	1	2	3	2	233	181	2	246	
26	10	2	8	9	3	297	2	3	272	6	282	179	254	12	249	2	259	2	222	9	333	215	6	2	324	2	9	2	2	323	2	291	267	322	6	252	2	3	11	3	3	6	2	3	15	1	3	6	6	3	2	283	2	9	1	13	1	3	6	319	6	230	2	212	2	7	276	1	2	3	2	228	156	2	248	
27	10	2	10	9	3	276	2	3	298	6	223	225	241	10	228	2	220	2	243	9	325	194	6	2	261	2	9	2	2	313	2	332	274	317	6	227	2	3	11	3	3	6	2	3	11	1	3	6	6	3	2	272	2	9	1	13	1	3	6	281	6	276	2	166	2	7	238	1	2	3	2	258	136	2	248	
28	10	2	8	9	3	325	2	3	264	6	244	233	198	9	238	2	203	2	252	9	335	234	6	2	257	2	9	2	2	306	2	313	282	310	6	212	2	3	11	3	3	6	2	3	10	1	3	6	6	3	2	279	2	9	1	13	1	3	6	292	6	215	2	183	2	7	267	1	2	3	2	223	105	2	223	
29	10	2	10	9	3	316	2	3	300	6	240	254	163	9	205	2	240	2	275	9	279	206	6	2	283	2	9	2	2	333	2	302	269	300	6	217	2	3	11	3	3	6	2	3	11	1	3	6	6	3	2	293	2	8	1	13	1	3	6	303	6	209	2	208	2	7	205	1	2	3	2	256	82	2	196	
30	10	2	8	9	3	299	2	3	284	6	259	253	160	12	195	2	190	2	236	9	255	174	6	2	352	2	9	2	2	299	2	272	299	281	6	183	2	3	11	3	3	6	2	3	14	1	3	6	6	3	2	285	2	8	1	13	1	3	6	362	6	132	2	163	2	7	194	1	2	3	2	257	32	2	215	
31	10	2	10	9	3	294	2	3	316	6	271	294	101	7	209	2	170	2	262	9	246	152	6	2	305	2	9	2	2	316	2	274	276	274	6	152	2	3	11	3	3	6	2	3	10	1	3	6	6	3	2	276	2	8	1	13	1	3	6	311	6	155	2	166	2	7	147	1	2	3	2	204	6	2	190	
-- Osc per ite (corre fr) --
------ Nat Nat            --
Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	
0	393	368	449	402	474	392	532	465	493	577	469	564	528	424	432	428	411	458	509	547	399	559	498	532	603	515	536	496	543	519	479	491	517	509	457	500	485	545	435	532	553	448	480	508	570	430	467	541	430	469	520	546	490	572	485	399	520	498	502	517	534	453	416	516	493	448	431	591	513	437	493	484	434	470	376	
1	110	55	171	74	90	63	116	151	154	240	143	204	310	186	105	125	138	121	286	223	162	354	249	285	429	290	260	114	338	278	270	155	217	313	196	166	96	215	105	175	201	160	126	184	266	157	111	138	140	197	217	249	254	324	176	51	112	248	274	315	222	203	88	106	248	225	31	353	287	193	160	60	138	179	129	
2	0	0	26	1	1	0	0	2	2	3	14	5	55	30	0	2	0	0	123	26	8	86	24	13	200	82	54	0	104	9	9	3	17	52	3	0	0	48	0	1	20	0	5	0	38	2	0	4	10	7	4	75	108	44	9	0	0	10	55	61	15	5	0	0	13	15	0	162	42	1	7	0	0	5	1	
3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
